OBJECTID,Borough,Type,Provider,Name,Location,Latitude,Longitude,X,Y,Location_T,Remarks,City,SSID,SourceID,Activated,BoroCode,BoroName,NTACode,NTAName,CounDist,Postcode,BoroCD,CT2010,BCTCB2010,BIN,BBL,DOITT_ID,"Location (Lat, Long)"
8651,QU,Free,Spot On Networks,QUEENS BRIDGE - JACOB A. RIIS Settlement House,41-15 VERNON BLVD,40.75563600000,-73.94765700000,998751.59729700000,214579.59648100000,Indoor AP - South Maintenance Area,Free - Up to 25 mbs Wi-Fi Service,Queens,Quensbridge Connected,NYC HOUSING AUTHORITY,2018-05-01T00:00:00,4,Queens,QN68,Queensbridge-Ravenswood-Long Island City,26.00000000000,11101,401.00000000000,25.00000000000,4002500.00000000000,4433410.00000000000,4004650000.00000000000,4756,"{'longitude': '-73.947657', 'human_address': '{""address"":"""",""city"":""Queens"",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '40.755636'}"
8652,QU,Free,Spot On Networks,QUEENS BRIDGE - JACOB A. RIIS Settlement House,41-15 VERNON BLVD,40.75563600000,-73.94765700000,998751.59729700000,214579.59648100000,Indoor AP - South Maintenance Area,Free - Up to 25 mbs Wi-Fi Service,Queens,Quensbridge Connected,NYC HOUSING AUTHORITY,2018-05-01T00:00:00,4,Queens,QN68,Queensbridge-Ravenswood-Long Island City,26.00000000000,11101,401.00000000000,25.00000000000,4002500.00000000000,4433410.00000000000,4004650000.00000000000,4757,"{'longitude': '-73.947657', 'human_address': '{""address"":"""",""city"":""Queens"",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '40.755636'}"
1,BK,Limited Free,ALTICEUSA,Wingate Park,HAWTHRONE ST 1 P/W/BROOKLYN AV,40.65831000000,-73.94406000000,999770.78817200000,179121.42724000000,Outdoor,3 free 10 min sessions,Brooklyn,GuestWiFi,,,3,Brooklyn,BK60,Prospect Lefferts Gardens-Wingate,40.00000000000,11203,309.00000000000,810.00000000000,3081000.00000000000,0.00000000000,3048110001.00000000000,867,"{'longitude': '-73.94406', 'human_address': '{""address"":"""",""city"":""Brooklyn"",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '40.65831'}"
2,BK,Limited Free,ALTICEUSA,Wingate Park,HAWTHRONE ST 1 P/N/O/BROOKLYN AV,40.65800000000,-73.94723000000,998891.32634800000,179007.93993400000,Outdoor,3 free 10 min sessions,Brooklyn,GuestWiFi,,,3,Brooklyn,BK60,Prospect Lefferts Gardens-Wingate,40.00000000000,11203,309.00000000000,810.00000000000,3081000.00000000000,0.00000000000,0.00000000000,868,"{'longitude': '-73.94723', 'human_address': '{""address"":"""",""city"":""Brooklyn"",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '40.658'}"
3,BK,Limited Free,ALTICEUSA,Wingate Park,HAWTHRONE ST 1 P/N/O/BROOKLYN AV,40.65800000000,-73.94723000000,998891.32634800000,179007.93993400000,Outdoor,3 free 10 min sessions,Brooklyn,GuestWiFi,,,3,Brooklyn,BK60,Prospect Lefferts Gardens-Wingate,40.00000000000,11203,309.00000000000,810.00000000000,3081000.00000000000,0.00000000000,0.00000000000,869,"{'longitude': '-73.94723', 'human_address': '{""address"":"""",""city"":""Brooklyn"",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '40.658'}"
4,BK,Limited Free,ALTICEUSA,Wingate Park,HAWTHRONE ST 1 P/S/O BROOKLYN AV,40.65743000000,-73.94716000000,998910.87355300000,178800.28483800000,Outdoor,3 free 10 min sessions,Brooklyn,GuestWiFi,,,3,Brooklyn,BK60,Prospect Lefferts Gardens-Wingate,40.00000000000,11203,309.00000000000,810.00000000000,3081000.00000000000,3107446.00000000000,3048200001.00000000000,870,"{'longitude': '-73.94716', 'human_address': '{""address"":"""",""city"":""Brooklyn"",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '40.65743'}"
5,BK,Limited Free,ALTICEUSA,Wingate Park,HAWTHRONE ST 1 P/S/O/BROOKLYN AV,40.65743000000,-73.94716000000,998910.87355300000,178800.28483800000,Outdoor,3 free 10 min sessions,Brooklyn,GuestWiFi,,,3,Brooklyn,BK60,Prospect Lefferts Gardens-Wingate,40.00000000000,11203,309.00000000000,810.00000000000,3081000.00000000000,3107446.00000000000,3048200001.00000000000,871,"{'longitude': '-73.94716', 'human_address': '{""address"":"""",""city"":""Brooklyn"",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '40.65743'}"
6,BX,Limited Free,ALTICEUSA,Pelham Bay Park,MIDDLETOWN RD 1/P/W/O DWIGHT PL,40.84631400000,-73.82447200000,1032813.69945000000,247661.09462200000,Outdoor,3 free 10 min sessions,Bronx,GuestWiFi,,,2,Bronx,BX10,Pelham Bay-Country Club-City Island,13.00000000000,10465,210.00000000000,27401.00000000000,2027401.00000000000,0.00000000000,0.00000000000,872,"{'longitude': '-73.824472', 'human_address': '{""address"":"""",""city"":""Bronx"",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '40.846314'}"
7,BX,Limited Free,ALTICEUSA,Pelham Bay Park,MIDDLETOWN RD 1/P/W/O KENNELLWORTH PL,40.84759600000,-73.82223000000,1033433.04959000000,248129.42570700000,Outdoor,3 free 10 min sessions,Bronx,GuestWiFi,,,2,Bronx,BX99,park-cemetery-etc-Bronx,13.00000000000,10465,228.00000000000,276.00000000000,2027600.00000000000,0.00000000000,0.00000000000,875,"{'longitude': '-73.82223', 'human_address': '{""address"":"""",""city"":""Bronx"",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '40.847596'}"
8,BX,Limited Free,ALTICEUSA,Pelham Bay Park,C/O MIDDLETOWN RD  /OHM AV,40.84815900000,-73.82107100000,1033753.28681000000,248335.20023000000,Outdoor,3 free 10 min sessions,Bronx,GuestWiFi,,,2,Bronx,BX10,Pelham Bay-Country Club-City Island,13.00000000000,10465,210.00000000000,27401.00000000000,2027401.00000000000,0.00000000000,0.00000000000,876,"{'longitude': '-73.821071', 'human_address': '{""address"":"""",""city"":""Bronx"",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '40.848159'}"
9,BX,Limited Free,ALTICEUSA,Pelham Bay Park,MIDDLETOWN RD   1/P/W/O STADIUM AV,40.84832200000,-73.82075000000,1033841.97462000000,248394.76900800000,Outdoor,3 free 10 min sessions,Bronx,GuestWiFi,,,2,Bronx,BX10,Pelham Bay-Country Club-City Island,13.00000000000,10465,210.00000000000,27401.00000000000,2027401.00000000000,0.00000000000,0.00000000000,877,"{'longitude': '-73.82075', 'human_address': '{""address"":"""",""city"":""Bronx"",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '40.848322'}"
10,BX,Limited Free,ALTICEUSA,Pelham Bay Park,IN PARK POLE 4/P/N/O  STADIUM AV,40.84923300000,-73.82105000000,1033758.29762000000,248726.51014300000,Outdoor,3 free 10 min sessions,Bronx,GuestWiFi,,,2,Bronx,BX99,park-cemetery-etc-Bronx,13.00000000000,10465,228.00000000000,276.00000000000,2027600.00000000000,0.00000000000,2043350001.00000000000,878,"{'longitude': '-73.82105', 'human_address': '{""address"":"""",""city"":""Bronx"",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '40.849233'}"
11,BX,Limited Free,ALTICEUSA,Pelham Bay Park,IN PARK POLE 4/P/N/O  STADIUM AV,40.84919600000,-73.82105500000,1033756.94166000000,248713.02690200000,Outdoor,3 free 10 min sessions,Bronx,GuestWiFi,,,2,Bronx,BX99,park-cemetery-etc-Bronx,13.00000000000,10465,228.00000000000,276.00000000000,2027600.00000000000,0.00000000000,2043350001.00000000000,879,"{'longitude': '-73.821055', 'human_address': '{""address"":"""",""city"":""Bronx"",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '40.849196'}"
12,BX,Limited Free,ALTICEUSA,Pelham Bay Park,IN PARK POLE 6/P/N/O  STADIUM AV,40.85020800000,-73.82175200000,1033563.35969000000,249081.34309400000,Outdoor,3 free 10 min sessions,Bronx,GuestWiFi,,,2,Bronx,BX99,park-cemetery-etc-Bronx,13.00000000000,10465,228.00000000000,276.00000000000,2027600.00000000000,0.00000000000,2043350001.00000000000,880,"{'longitude': '-73.821752', 'human_address': '{""address"":"""",""city"":""Bronx"",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '40.850208'}"
13,BX,Limited Free,ALTICEUSA,Pelham Bay Park,IN PARK POLE 6/P/N/O  STADIUM AV,40.85023200000,-73.82177700000,1033556.42533000000,249090.07306400000,Outdoor,3 free 10 min sessions,Bronx,GuestWiFi,,,2,Bronx,BX99,park-cemetery-etc-Bronx,13.00000000000,10465,228.00000000000,276.00000000000,2027600.00000000000,0.00000000000,2043350001.00000000000,881,"{'longitude': '-73.821777', 'human_address': '{""address"":"""",""city"":""Bronx"",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '40.850232'}"
14,BX,Limited Free,ALTICEUSA,Poe Park,right side of bandshell,40.86443700000,-73.89455300000,1013416.30648000000,254232.89709600000,Outdoor,3 free 10 min sessions,Bronx,GuestWiFi,,,2,Bronx,BX05,Bedford Park-Fordham North,15.00000000000,10458,207.00000000000,39901.00000000000,2039901.00000000000,0.00000000000,2031550001.00000000000,882,"{'longitude': '-73.894553', 'human_address': '{""address"":"""",""city"":""Bronx"",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '40.864437'}"
15,BX,Limited Free,ALTICEUSA,Poe Park,left side of bandshell,40.86445800000,-73.89511500000,1013260.85010000000,254240.36164800000,Outdoor,3 free 10 min sessions,Bronx,GuestWiFi,,,2,Bronx,BX05,Bedford Park-Fordham North,15.00000000000,10458,207.00000000000,39901.00000000000,2039901.00000000000,0.00000000000,2031550001.00000000000,883,"{'longitude': '-73.895115', 'human_address': '{""address"":"""",""city"":""Bronx"",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '40.864458'}"
16,BX,Limited Free,ALTICEUSA,Poe Park,Playground area,40.86478100000,-73.89462600000,1013395.96401000000,254358.20524400000,Outdoor,3 free 10 min sessions,Bronx,GuestWiFi,,,2,Bronx,BX05,Bedford Park-Fordham North,15.00000000000,10458,207.00000000000,39901.00000000000,2039901.00000000000,0.00000000000,2031550001.00000000000,884,"{'longitude': '-73.894626', 'human_address': '{""address"":"""",""city"":""Bronx"",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '40.864781'}"
17,BX,Limited Free,ALTICEUSA,Poe Park,North area facing Poe cottage,40.86516700000,-73.89422700000,1013506.15571000000,254498.97300700000,Outdoor,3 free 10 min sessions,Bronx,GuestWiFi,,,2,Bronx,BX05,Bedford Park-Fordham North,15.00000000000,10458,207.00000000000,39901.00000000000,2039901.00000000000,0.00000000000,2031550001.00000000000,885,"{'longitude': '-73.894227', 'human_address': '{""address"":"""",""city"":""Bronx"",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '40.865167'}"
18,BK,Limited Free,ALTICEUSA,Prospect Park,SNACK BAR  NORTH WEST CORNER,40.65072100000,-73.96848900000,992993.85454800000,176353.16112300000,Outdoor,3 free 10 min sessions,Brooklyn,GuestWiFi,,,3,Brooklyn,BK99,park-cemetery-etc-Brooklyn,40.00000000000,11226,314.00000000000,177.00000000000,3017700.00000000000,3411682.00000000000,3050510001.00000000000,886,"{'longitude': '-73.968489', 'human_address': '{""address"":"""",""city"":""Brooklyn"",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '40.650721'}"
19,BK,Limited Free,ALTICEUSA,Prospect Park,SNACK BAR  SOUTH WEST CORNER,40.65068000000,-73.96846000000,993001.90702500000,176338.22644200000,Outdoor,3 free 10 min sessions,Brooklyn,GuestWiFi,,,3,Brooklyn,BK99,park-cemetery-etc-Brooklyn,40.00000000000,11226,314.00000000000,177.00000000000,3017700.00000000000,3411682.00000000000,3050510001.00000000000,887,"{'longitude': '-73.96846', 'human_address': '{""address"":"""",""city"":""Brooklyn"",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '40.65068'}"
20,BK,Limited Free,ALTICEUSA,Prospect Park,SNACK BAR  NORTH EASTCORNER,40.65073800000,-73.96842900000,993010.50116800000,176359.36058600000,Outdoor,3 free 10 min sessions,Brooklyn,GuestWiFi,,,3,Brooklyn,BK99,park-cemetery-etc-Brooklyn,40.00000000000,11226,314.00000000000,177.00000000000,3017700.00000000000,3411682.00000000000,3050510001.00000000000,888,"{'longitude': '-73.968429', 'human_address': '{""address"":"""",""city"":""Brooklyn"",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '40.650738'}"
21,BK,Limited Free,ALTICEUSA,Prospect Park,SNACK BAR  SOUTH EASTCORNER,40.65070000000,-73.96584300000,993728.08470600000,176345.78515400000,Outdoor,3 free 10 min sessions,Brooklyn,GuestWiFi,,,3,Brooklyn,BK99,park-cemetery-etc-Brooklyn,40.00000000000,11226,314.00000000000,177.00000000000,3017700.00000000000,0.00000000000,3050510001.00000000000,889,"{'longitude': '-73.965843', 'human_address': '{""address"":"""",""city"":""Brooklyn"",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '40.6507'}"
22,BK,Limited Free,ALTICEUSA,Prospect Park,BEHIND BOAT HOUSE  BTWN M-118 & M-119,40.66046900000,-73.96516800000,993913.97245800000,179904.97685400000,Outdoor,3 free 10 min sessions,Brooklyn,GuestWiFi,,,3,Brooklyn,BK99,park-cemetery-etc-Brooklyn,39.00000000000,11215,355.00000000000,177.00000000000,3017700.00000000000,0.00000000000,3011170001.00000000000,890,"{'longitude': '-73.965168', 'human_address': '{""address"":"""",""city"":""Brooklyn"",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '40.660469'}"
23,BK,Limited Free,ALTICEUSA,Prospect Park,BEHIND BOAT HOUSE  BTWN M-205 & M-206,40.66084200000,-73.96512100000,993926.95832400000,180040.87618900000,Outdoor,3 free 10 min sessions,Brooklyn,GuestWiFi,,,3,Brooklyn,BK99,park-cemetery-etc-Brooklyn,39.00000000000,11215,355.00000000000,177.00000000000,3017700.00000000000,0.00000000000,3011170001.00000000000,891,"{'longitude': '-73.965121', 'human_address': '{""address"":"""",""city"":""Brooklyn"",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '40.660842'}"
24,BK,Limited Free,ALTICEUSA,Prospect Park,"NORTH BOAT HOUSE, ON THE LAWN ACROSS FROM M-200",40.66119700000,-73.96525200000,993890.56174400000,180170.19843700000,Outdoor,3 free 10 min sessions,Brooklyn,GuestWiFi,,,3,Brooklyn,BK99,park-cemetery-etc-Brooklyn,39.00000000000,11215,355.00000000000,177.00000000000,3017700.00000000000,0.00000000000,3011170001.00000000000,892,"{'longitude': '-73.965252', 'human_address': '{""address"":"""",""city"":""Brooklyn"",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '40.661197'}"
25,BK,Limited Free,ALTICEUSA,Prospect Park,Skate Rental Area,40.65745200000,-73.96399100000,994240.97738100000,178805.93148000000,Outdoor,3 free 10 min sessions,Brooklyn,GuestWiFi,,,3,Brooklyn,BK99,park-cemetery-etc-Brooklyn,39.00000000000,11215,355.00000000000,177.00000000000,3017700.00000000000,3391508.00000000000,3011170001.00000000000,893,"{'longitude': '-73.963991', 'human_address': '{""address"":"""",""city"":""Brooklyn"",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '40.657452'}"
26,BK,Limited Free,ALTICEUSA,Prospect Park,Skate Rental Area,40.65745200000,-73.96399100000,994240.97738100000,178805.93148000000,Outdoor,3 free 10 min sessions,Brooklyn,GuestWiFi,,,3,Brooklyn,BK99,park-cemetery-etc-Brooklyn,39.00000000000,11215,355.00000000000,177.00000000000,3017700.00000000000,3391508.00000000000,3011170001.00000000000,894,"{'longitude': '-73.963991', 'human_address': '{""address"":"""",""city"":""Brooklyn"",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '40.657452'}"
27,BK,Limited Free,ALTICEUSA,Prospect Park,Skate Rental Area,40.65745200000,-73.96399100000,994240.97738100000,178805.93148000000,Outdoor,3 free 10 min sessions,Brooklyn,GuestWiFi,,,3,Brooklyn,BK99,park-cemetery-etc-Brooklyn,39.00000000000,11215,355.00000000000,177.00000000000,3017700.00000000000,3391508.00000000000,3011170001.00000000000,895,"{'longitude': '-73.963991', 'human_address': '{""address"":"""",""city"":""Brooklyn"",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '40.657452'}"
28,BK,Limited Free,ALTICEUSA,Prospect Park,SKATEING RINK PARTY ROOM,40.65700100000,-73.96369700000,994322.61796600000,178641.65359300000,Indoor,3 free 10 min sessions,Brooklyn,GuestWiFi,,,3,Brooklyn,BK99,park-cemetery-etc-Brooklyn,39.00000000000,11215,355.00000000000,177.00000000000,3017700.00000000000,3391508.00000000000,3011170001.00000000000,896,"{'longitude': '-73.963697', 'human_address': '{""address"":"""",""city"":""Brooklyn"",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '40.657001'}"
29,BK,Limited Free,ALTICEUSA,Prospect Park,SKATEING RINK PARTY ROOM,40.65700100000,-73.96369700000,994322.61796600000,178641.65359300000,Indoor,3 free 10 min sessions,Brooklyn,GuestWiFi,,,3,Brooklyn,BK99,park-cemetery-etc-Brooklyn,39.00000000000,11215,355.00000000000,177.00000000000,3017700.00000000000,3391508.00000000000,3011170001.00000000000,897,"{'longitude': '-73.963697', 'human_address': '{""address"":"""",""city"":""Brooklyn"",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '40.657001'}"
30,BK,Limited Free,ALTICEUSA,Prospect Park,SKATEING RINK PARTY ROOM,40.65700100000,-73.96369700000,994322.61796600000,178641.65359300000,Indoor,3 free 10 min sessions,Brooklyn,GuestWiFi,,,3,Brooklyn,BK99,park-cemetery-etc-Brooklyn,39.00000000000,11215,355.00000000000,177.00000000000,3017700.00000000000,3391508.00000000000,3011170001.00000000000,898,"{'longitude': '-73.963697', 'human_address': '{""address"":"""",""city"":""Brooklyn"",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '40.657001'}"
31,BK,Limited Free,ALTICEUSA,Prospect Park,SKATING  RINK CAF├ë,40.65700100000,-73.96369700000,994322.61796600000,178641.65359300000,Indoor,3 free 10 min sessions,Brooklyn,GuestWiFi,,,3,Brooklyn,BK99,park-cemetery-etc-Brooklyn,39.00000000000,11215,355.00000000000,177.00000000000,3017700.00000000000,3391508.00000000000,3011170001.00000000000,899,"{'longitude': '-73.963697', 'human_address': '{""address"":"""",""city"":""Brooklyn"",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '40.657001'}"
32,BX,Limited Free,ALTICEUSA,Ranaqua Park,BIRCHAll AV INDOOR LOBBY,40.84459000000,-73.85980000000,1023040.44242000000,247015.36264600000,Indoor,3 free 10 min sessions,Bronx,GuestWiFi,,,2,Bronx,BX37,Van Nest-Morris Park-Westchester Square,13.00000000000,10462,211.00000000000,238.00000000000,2023800.00000000000,0.00000000000,2040420350.00000000000,900,"{'longitude': '-73.8598', 'human_address': '{""address"":"""",""city"":""Bronx"",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '40.84459'}"
33,BX,Limited Free,ALTICEUSA,Ranaqua Park,BIRCHAll AV 6/P/E/O SAGAMORE ST,40.84459000000,-73.85980000000,1023040.44242000000,247015.36264600000,Outdoor,3 free 10 min sessions,Bronx,GuestWiFi,,,2,Bronx,BX37,Van Nest-Morris Park-Westchester Square,13.00000000000,10462,211.00000000000,238.00000000000,2023800.00000000000,0.00000000000,2040420350.00000000000,901,"{'longitude': '-73.8598', 'human_address': '{""address"":"""",""city"":""Bronx"",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '40.84459'}"
34,BK,Limited Free,ALTICEUSA,SARATOGA PARK,ON ROOF OF PARKS BLDG RIGHT SIDE,40.68504300000,-73.91893300000,1006733.36480000000,188866.46778900000,Outdoor,3 free 10 min sessions,Brooklyn,GuestWiFi,,,3,Brooklyn,BK35,Stuyvesant Heights,41.00000000000,11233,303.00000000000,377.00000000000,3037700.00000000000,0.00000000000,3014940001.00000000000,902,"{'longitude': '-73.918933', 'human_address': '{""address"":"""",""city"":""Brooklyn"",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '40.685043'}"
